time,member,price,user,content
210606-215549,帅Pi17,,九救酒,"3333"
210606-215549,12Team12,,夏娜shana,"33333"
210606-215550,,,所司,"暴击就翻倍"
210606-215551,帅Pi11,,总在影中,"不拿3吗，挨一下毒炸得对面生活不能自理"
210606-215551,帅Pi17,,蕾咪の威严（笑）,"要多少是多啊"
210606-215551,帅Pi8,,shipy_caca,"222222"
210606-215551,嘿嘿波10,,hugoco,"拿3莽啊"
210606-215553,推销员6,,空白的逗货,"22222222"
210606-215555,帅Pi15,,遊丿闲,"你叠甲"
210606-215556,小傻紫15,,祖父綠,"2输出好啊"
210606-215556,,,东云消逝,"2"
210606-215557,12Team12,,夏娜shana,"3看起来很香"
210606-215558,帅Pi12,,呗绿与把红,"2"
210606-215559,帅Pi16,,路易蓝,"23翻倍"
210606-215600,,,青铜女主角五月,"3反伤啊"
210606-215601,帅Pi16,,De风声雨声r,"你一场能用几次投弹"
210606-215601,帅Pi17,,胖龟骑士,"3"
210606-215603,帅Pi22,,叫我好人丶,"反甲哥23333"
210606-215603,推销员7,,优雅的飘过,"现在打伤害全靠普攻暴击"
210606-215604,帅Pi15,,花落绒舞,"草"
210606-215604,水有月10,,我最最最爱miku,"叠甲过"
210606-215604,雪碧瓶23,,PRC、L,"3反弹很废"
210606-215605,,,名字的价格是6个硬币,"防战？"
210606-215606,帅Pi6,,维他-柠檬-猹,"笑死"
210606-215608,帅Pi15,,花落绒舞,"赖啊"
210606-215608,帅Pi16,,11011444,"？"
210606-215609,帅Pi12,,kadercursh,"铁蒺藜贼"
210606-215609,帅Pi21,,请阅读说明书,"草"
210606-215609,帅Pi11,,赛博萝卜,"日炎反甲兰德里"
210606-215609,帅Pi15,,夏尔菌,"？"
210606-215615,陆夫人15,,初心永音,"哈哈哈哈"
210606-215616,推销员9,,名字念起来很好听,"今天就要冲死在这里"
210606-215616,帅Pi14,,丧事薯片,"？"
210606-215616,帅Pi11,,赛博萝卜,"打我等于打自己"
210606-215617,陆夫人15,,ShrimpRice,"中毒是不是无限触发复仇"
210606-215619,帅Pi18,,八坂肆季子,"反伤等等被爹三枪戳死"
210606-215620,帅Pi15,,遊丿闲,"22222"
210606-215623,小傻紫15,,祖父綠,"没钱 我们酒只能呃呃"
210606-215625,帅Pi15,,Tempestissimo_,"12"
210606-215625,帅Pi15,,空海的幽灵,"2"
210606-215625,帅Pi13,,路人无罪,"2"
210606-215626,帅Pi13,,柚梓杋,"刀哥"
210606-215626,帅Pi18,,我住隔壁我性王，你有事情我帮忙,"1"
210606-215627,帅Pi5,,ネコばこ,"1"
210606-215627,,,七约帕原,"1"
210606-215627,帅Pi11,,平凡的酱油党,"1"
210606-215627,帅Pi18,,羽生天华,"太怪了"
210606-215627,帅Pi18,,HJ子椋椋,"是反伤还是反弹啊，不一样吧"
210606-215628,陆夫人15,,黑/白·斑,"希望人冲死"
210606-215628,帅Pi16,,De风声雨声r,"22222"
210606-215629,雪碧瓶23,,PRC、L,"22222"
210606-215629,帅Pi15,,秋时沙,"222"
210606-215630,酒姬民9,,Mr美玲,"刀割"
210606-215630,萌陈23,,步六孤伟,"崩裂"
210606-215630,帅Pi17,,yi不小心9,"111"
210606-215630,蓝毒组7,,MH7Crane,"12"
210606-215631,,,天之痕小白,"111"
210606-215631,,,格林-里德尔,"1111"
210606-215631,帅Pi15,,遊丿闲,"111122222"
210606-215631,推销员6,,空白的逗货,"111111111"
210606-215633,观察者1,,铁木真-腾格尔,"11111"
210606-215633,帅Pi17,,star星光,"1"
210606-215633,帅Pi16,,未来科技咸鱼部,"2"
210606-215633,帅Pi13,,豆花怎么能吃甜的,"222"
210606-215633,帅Pi17,,历程酱,"22222222222222"
210606-215634,帅Pi11,,西弗拉格,"2222"
210606-215634,帅Pi22,,Lobbyboy老白,"111"
210606-215634,推销员11,,-__-つ,"2"
210606-215635,帅Pi17,,历程酱,"222222222222222"
210606-215635,雪碧瓶23,,PRC、L,"22222"
210606-215635,帅Pi16,,白鸽咕咕-5,"2"
210606-215636,帅Pi17,,历程酱,"222222222222"
210606-215636,帅Pi22,,Lobbyboy老白,"崩裂"
210606-215636,帅Pi13,,底层人士阿瓜,"2"
210606-215636,观察者1,,铁木真-腾格尔,"11111111"
210606-215636,札束5,,LlisAlterego,"1111111111"
210606-215637,帅Pi15,,林汐Lincy,"对王"
210606-215639,欠欠喵10,,最后一只仓鼠,"2222"
210606-215639,,,迷茫与失心之物,"222"
210606-215639,帅Pi11,,平凡的酱油党,"1和2都可以"
210606-215640,帅Pi17,,同步率一直很高,"2"
210606-215640,帅Pi15,,投币十元,"22222"
210606-215642,帅Pi15,,飘飞的浮云,"2投弹打爹超痛"
210606-215644,厄神10,,只野馬鹿,"大狗狗"
210606-215646,王牛奶12,,派拉派拉斯,"氪二百"
210606-215647,推销员11,,-__-つ,"2"
210606-215647,帅Pi6,,维他-柠檬-猹,"没太多相关祝福 其实都无所谓"
210606-215648,,,wenao123,"小刻"
210606-215654,MePldm2,,Brumm,"倒不是说他怀疑你"
210606-215657,菫察25,,金阳新机,"确实"
210606-215659,帅Pi11,,总在影中,"狗勾乖"
210606-215700,帅Pi16,,小雷隆隆,"倒不是说他怀疑你"
210606-215701,帅Pi12,,踩影,"被打动了"
210606-215702,帅Pi12,,749-917,"好像还没解锁尚方宝剑啊"
210606-215704,,,岚_清,"狗狗可爱"
210606-215704,,,894787,"确实"
210606-215705,帅Pi11,,飞狼坊了贤,"还是狗对男主最好"
210606-215708,帅Pi15,,蒙特君,"很乖的狗"
210606-215714,帅Pi15,,sea鸽,"老爹快跑"
210606-215717,帅Pi15,,飘飞的浮云,"等一个被老爹80伤害秒杀"
210606-215717,黑枪糖15,,llRrL,"应该是要放你走了？"
210606-215719,雪碧瓶23,,PRC、L,"最无脑的就是宙斯加女猎人投弹，再加酒神冰神更无敌"
210606-215726,,,数奇,"这是什么有兴趣，有没有好心人说一下"
210606-215728,帅Pi15,,中二病哪里治,"晚上好"
210606-215729,九命喵11,,老噗还是想做德鲁伊,"屁癌玩hades了！！！"
210606-215729,帅Pi18,,八坂肆季子,"安慰奖"
210606-215730,黑枪糖15,,llRrL,"哦，还没到"
210606-215732,帅Pi16,,wzcyc-,"感觉下一把就要放了"
210606-215734,零学家1,,Dusseldorf_,"说明是宙斯的锅"
210606-215734,帅Pi16,,一只纸蝉,"妈妈是宙斯的女儿也兼职情妇"
210606-215738,帅Pi15,,JackCyt,"不是二叔啊，懂了"
210606-215739,帅Pi17,,溺沁黎,"波塞冬没有。哈哈哈哈哈。"
210606-215739,帅Pi11,,神奇捷宝,"爹有很多件这样的披风吗"
210606-215740,帅Pi15,,蒙特君,"大哥还是挺照顾二叔的嘛"
210606-215744,帅Pi21,,Super丶小包,"boy"
210606-215746,帅Pi11,,总在影中,"波塞冬真是好二叔啊"
210606-215747,小傻紫15,,祖父綠,"地上的这个小旋风"
210606-215749,12Team21,,千年厨,"波塞冬投矛最无脑啊"
210606-215750,帅Pi18,,别看我萌,"熟练的烧掉500防的披风"
210606-215753,陆夫人15,,ShrimpRice,"老爹的衣柜里面应该是有很多一样的披风吧"
210606-215755,帅Pi6,,维他-柠檬-猹,"爹有一柜子披风【"
210606-215801,狐之火15,,0110111100,"惨"
210606-215803,帅Pi15,,Hakute,"波波本来人就不算差"
210606-215804,帅Pi22,,_RiKi,"hades,steam有"
210606-215804,小傻紫15,,祖父綠,"5回避 乱跳"
210606-215807,帅Pi16,,赤木白狗,"后面就知道了，老爹有一屋子披风（"
210606-215808,推销员7,,优雅的飘过,"这普攻暴击不比投弹省事"
210606-215813,拔剑16,,尚鹤鹤鹤鹤,"刚来，才发现只有一条命了"
210606-215816,帅Pi11,,飞狼坊了贤,"后面解锁老爹的房间能看到柜子里全是披风"
210606-215818,帅Pi15,,夏尔菌,"都是神了就别那么唯物了"
210606-215821,帅Pi15,,JackCyt,"每打一次老爹就少一条披风"
210606-215821,帅Pi14,￥30,落幕就,"api 明天高考 想要个那个"
210606-215828,水有月10,,我最最最爱miku,"耶耶耶"
210606-215831,帅Pi17,,WCDPrologue,"没备用是为了触发根深蒂固"
210606-215831,帅Pi23,,酱酱酱酱酱酱酱酱紫啊,"危"
210606-215832,帅Pi15,,空海的幽灵,"吃了易伤我们就只能回家"
210606-215833,雪碧瓶23,,PRC、L,"宙斯加女猎手投弹每秒210dps堪称最强"
210606-215833,陆夫人15,,ShrimpRice,"怕暴毙 还是挺容易的"
210606-215835,小傻紫15,,祖父綠,"too slow~"
210606-215837,帅Pi18,,苦索一库,"呃呃"
210606-215838,帅Pi15,,柏风,"呃呃"
210606-215838,帅Pi13,,Mio_kafei,"危"
210606-215838,帅Pi23,,黑茶Ranky,"呃呃"
210606-215839,帅Pi13,,底层人士阿瓜,"危"
210606-215839,帅Pi18,,Araki_M,"Too slow"
210606-215839,菫察25,,金阳新机,"危"
210606-215840,帅Pi15,,投币十元,"危"
210606-215840,帅Pi17,,仙-墨玄,"危"
210606-215842,12Team21,,星之民会梦见特异点吗,"危"
210606-215844,12Team21,,逃出地球,"老板考的全会蒙的全对"
210606-215845,帅Pi15,,Cyan_Rose_Sea,"要死要死"
210606-215846,帅Pi6,,维他-柠檬-猹,"管管扎男 救救披风【"
210606-215849,帅Pi11,,bili_2264582,"1"
210606-215852,杆菌12,,小小林子狼,"每次打老爹老爹就要烧掉一条披风"
210606-215852,帅Pi13,,金红水晶,"我都打出演员表了还做不到冲刺躲回旋斩（"
210606-215854,帅Pi15,,中二病哪里治,"老板好运"
210606-215856,帅Pi15,,暮云渊,"刚两层是一刀秒的"
210606-215858,|19岁|10,,猫喜吉,"草"
210606-215900,,,所司,"呱"
210606-215901,帅Pi16,,醋栗_Stachelbeere,"hhhh"
210606-215901,音乐珈21,,LemonSauce_,"老板加油早点休息"
210606-215908,帅Pi14,,草莓老虎特供,"刚来，这把是剑2？"
210606-215909,帅Pi22,,Lobbyboy老白,"半跟踪的"
210606-215910,帅Pi21,,Super丶小包,"这不是您接的好嘛"
210606-215911,帅Pi17,,要什么名字啊天,"老板早点休息"
210606-215912,岛风岛7,,魔改形島風號驅逐艦,"这个投弹是不是打了小1k？"
210606-215916,伯爵17,,a673909956,"找个机会叠10层冰冻吧"
210606-215918,小傻紫15,,祖父綠,"5回避真的好赖啊"
210606-215920,帅Pi18,,1倚天屠龙1,"打的好不如接的好"
210606-215925,乙太2,,谓之亦飞,"芜湖"
210606-215928,帅Pi13,,底层人士阿瓜,"草"
210606-215931,帅Pi18,,小小baker,"23333"
210606-215934,帅Pi11,,鞭笞者,"老板高考成绩一年比一年高"
210606-215935,帅Pi14,,再起不能です,"草"
210606-215935,KKZ14,,朱yu坤困了,"6"
210606-215936,陆夫人13,,正直无私的人,"要没了啊"
210606-215937,帅Pi21,,Super丶小包,"草"
210606-215937,帅Pi18,,小小baker,"乐"
210606-215937,,,所司,"哈哈哈哈"
210606-215938,帅Pi17,,WCDPrologue,"草"
210606-215939,谜酥11,,井燕,"哈哈哈哈哈哈哈哈哈哈"
210606-215939,水有月10,,我最最最爱miku,"每轮都吃啊……"
210606-215939,大母鹅10,,doubyg,"这投弹就是没什么强化也好高输出，感觉"
210606-215939,帅Pi13,,底层人士阿瓜,"乐"
210606-215940,帅Pi6,,维他-柠檬-猹,"好几接！"
210606-215941,C酱4,,Elcius,"好接"
210606-215942,C酱17,,梦中の小白,"精准"
210606-215943,帅Pi11,,赛博萝卜,"好接"
210606-215943,帅Pi16,,11011444,"乐"
210606-215943,帅Pi18,,苦索一库,"草"
210606-215945,陆夫人15,,初心永音,"hhhhhh接得好"
210606-215945,铛铛17,,经俊,"？"
210606-215945,小傻紫15,,祖父綠,"天天脸吃骷髅233"
210606-215945,陆夫人18,,食用型绷带,"草"
210606-215945,,,东云消逝,"老中"
210606-215946,帅Pi11,,法师周刊,"搁这续buff呢"
210606-215946,帅Pi17,,九救酒,"草"
210606-215946,帅Pi10,,一颗大土豆傻傻的活,"老爹的投弹好厉害"
210606-215947,帅Pi4,,南风子子子孨,"喜欢贴脸"
210606-215947,,,岚_清,"打得准不如接得好"
210606-215948,,,风印草,"百分百空手接白刃"
210606-215949,帅Pi14,,Aomerrt----,"永久buff"
210606-215949,菫察25,,金阳新机,"哈迪斯对pi的全部理解"
210606-215949,帅Pi18,,羽生天华,"很喜欢接"
210606-215949,,,七约帕原,"哈哈哈"
210606-215949,帅Pi16,,知效,"？"
210606-215950,帅Pi14,,火月焚华,"乐"
210606-215950,帅Pi14,,蔽日的風,"打得好不如接得好"
210606-215950,帅Pi12,,踩影,"这是你接得准"
210606-215951,帅Pi18,,羽生天华,"？"
210606-215951,黎沈雲18,,最新正常162,"？"
210606-215951,推销员5,,wuiteblue,"准啊"
210606-215951,搞事者11,,15Verk,"打的准不如接的准"
210606-215952,帅Pi15,,_人生多别离_,"只能说你接的太准了"
210606-215953,12Team21,,星之民会梦见特异点吗,"草"
210606-215954,,,橡树下的猫,"百分百空手接白刃"
210606-215955,帅Pi17,,吹雪1丿,"1"
210606-215956,帅Pi13,,底层人士阿瓜,"哈哈哈"
210606-215956,,,格林-里德尔,"接的好"
210606-215959,帅Pi14,,蔽日的風,"永续Buff"
210606-220000,12Team21,,逃出地球,"接的是真准啊"
210606-220002,帅Pi15,,shuizun,"接的好啊"
210606-220003,帅Pi18,,单挑api,"小心一刀秒杀"
210606-220003,谜酥11,,井燕,"接的真好"
210606-220004,帅Pi5,,脚步小子,"打的好啊API"
210606-220005,,,东云消逝,"你的头会找到我的骷髅"
210606-220019,帅Pi18,,1倚天屠龙1,"这不显得你枪法好吗？"
210606-220023,帅Pi11,,明爷是个好孩子,"运功逼出高尔夫球"
210606-220023,推销员14,,硬盒玩家张大胆,"这个小怪怎么这么肉啊"
210606-220027,帅Pi6,,维他-柠檬-猹,"先到处乱冲回回血【"
210606-220029,帅Pi13,,金红水晶,"还是老爹的投弹更帅一点"
210606-220032,帅Pi21,,AAA_VVV,"呃呃"
210606-220034,帅Pi9,,剧毒炸鸡,"感觉被折磨了"
210606-220039,帅Pi26,,慕容小白,"热度2"
210606-220041,帅Pi18,,Araki_M,"回马枪"
210606-220041,帅Pi17,,WCDPrologue,"散步回下血吧"
210606-220044,小傻紫15,,祖父綠,"老爹叫出来的小怪甲都超级厚"
210606-220046,刺儿15,,水樹沙耶,"你多回一下"
210606-220054,大母鹅16,,宫城巧月,"回到150再打吧"
210606-220102,帅Pi24,,KirisakiMashiro,"前狼假寐盖以诱敌"
210606-220106,帅Pi9,,N0M0,"逛该回血"
210606-220113,帅Pi18,,小小baker,"哈哈哈哈哈哈"
210606-220113,小傻紫15,,祖父綠,"我在等回血 你在等什么"
210606-220115,帅Pi15,,小牛,"草"
210606-220115,|19岁|10,,猫喜吉,"痛啊1"
210606-220118,帅Pi24,,wsllk1,"草"
210606-220118,帅Pi13,,豆花怎么能吃甜的,"脸接"
210606-220119,新新人5,,鹿鹿鹿鹿贺凛,"草"
210606-220122,新新人5,,鹿鹿鹿鹿贺凛,"折磨"
210606-220123,,,格林-里德尔,"会"
210606-220125,可可亚10,,大肥嫩peter,"等他两发扔完上去啊"
210606-220128,萌狐16,,Youkant,"草"
210606-220128,小傻紫15,,祖父綠,"好呀"
210606-220128,,,_恩酒,"接的太准了"
210606-220128,帅Pi15,,小牛,"接骷髅的技术提高了"
210606-220129,帅Pi9,,Cero躺着也有梦想,"我会那么笨吗"
210606-220129,帅Pi6,,维他-柠檬-猹,"好呀"
210606-220130,帅Pi22,,叫我好人丶,"别老在脸上打吧"
210606-220130,帅Pi21,,Super丶小包,"这条命都是奶奶给的"
210606-220130,帅Pi14,,小屁孩zxh,"《我会那么笨吗》"
210606-220130,岛风岛7,,魔改形島風號驅逐艦,"多用投弹"
210606-220131,帅Pi24,,wsllk1,"好呀"
210606-220131,阿喵喵8,,无色空气,"好耶"
210606-220132,帅Pi23,,isGYF,"强啊"
210606-220133,帅Pi15,,投币十元,"好耶"
210606-220134,猫邻居7,,无缘冢的Ma,"投弹伤害高啊"
210606-220134,帅Pi17,,WCDPrologue,"救救救"
210606-220136,帅Pi18,,7ittleroot,"你笑什么"
210606-220136,帅Pi23,,黑茶Ranky,"啊————回档回档回档"
210606-220136,帅Pi18,,空空0O,"肉是真的肉，但是这个输出有点拉啊"
210606-220137,|19岁|10,,猫喜吉,"全靠一手底力"
210606-220146,帅Pi8,,洋流kun,"round two！"
210606-220149,帅Pi15,,Tempestissimo_,"快进到救命啊"
210606-220157,,,若离未离,"没有一滴血不是奶奶的"
210606-220159,九命喵13,,乌龙⑤茶,"叠甲，过"
210606-220200,12Team21,,星之民会梦见特异点吗,"笑死"
210606-220201,局座9,,_Amicus_,"快进到呃呃"
210606-220202,银风9,,Geodude,"什么游戏"
210606-220205,帅Pi23,,黑茶Ranky,"呃阶段"
210606-220205,帅Pi25,,风神之契,"以后会有3阶段的"
210606-220206,胖次狐2,,飞鸟猎,"还有三阶段马"
210606-220208,帅Pi18,,苦索一库,"草"
210606-220209,帅Pi18,,木鱼屑,"少年不努力，后跳带剑气"
210606-220212,大母鹅15,,7xardas,"快进到被老爹三阶段黑暗击毙"
210606-220213,刺儿15,,水樹沙耶,"giegiegiegiegie"
210606-220214,帅Pi17,,WCDPrologue,"噔噔咚"
210606-220215,小傻紫15,,祖父綠,"小心被老爹雷普"
210606-220215,帅Pi21,,SWEEP-RED,"草"
210606-220216,帅Pi18,,苦索一库,"接的真好"
210606-220216,帅Pi10,,谁是萌萌desu,"那可以试试三阶段"
210606-220218,帅Pi5,,脚步小子,"拿那这么说你很勇咯"
210606-220219,帅Pi12,,阿彼岸-SY,"gie"
210606-220219,,,七约帕原,"哈哈哈哈"
210606-220219,12Team21,,星之民会梦见特异点吗,"《超逊》"
210606-220220,帅Pi15,,砂之森,"噔噔咚"
210606-220221,帅Pi10,,直男の阿康,"快进到高热求饶"
210606-220222,大母鹅15,,7xardas,"不对，好像是四阶段"
210606-220223,帅Pi10,,罗门_汪,"三阶段要boss强化点满"
210606-220223,帅Pi10,,HAofBilly,"点tag有三阶段"
210606-220223,核糖13,,冰水般的微笑,"减速挂满啊"
210606-220226,黒騎士25,,_682_,"提升boss难度之后可以有三阶段"
210606-220228,帅Pi6,,维他-柠檬-猹,"爹：有本事点4级强化"
210606-220228,帅Pi13,,豆花怎么能吃甜的,"被杀害"
210606-220229,帅Pi11,,总在影中,"等下，我记得根深蒂固不是不动才能回血的吗，这是拿了啥啊"
210606-220232,零学家1,,Dusseldorf_,"投弹啊"
210606-220233,帅Pi16,,乡音年糕,"见切回血强的啊"
210606-220234,大母鹅16,,宫城巧月,"身上没有一滴血是自己的"
210606-220237,帅Pi16,,11011444,"？"
210606-220238,帅Pi15,,让我取名好么,"看似惊险刺激，实际稳得一批"
210606-220239,帅Pi15,,Tempestissimo_,"恶臭老爹"
210606-220239,帅Pi18,,八坂肆季子,"没点强化没三阶段的"
210606-220242,帅Pi14,,陆色牙牙乐,"三阶段就给四个热度，严重感觉给少了，三阶段难了不止一点"
210606-220246,帅Pi15,,hyascccc,"臭死了"
210606-220246,帅Pi17,,WCDPrologue,"恶臭哈迪斯"
210606-220246,帅Pi11,,平凡的酱油党,"输出的话没拿阴刀暗剑，猎神自身没啥援助祝福，确实伤害低了点"
210606-220250,帅Pi6,,维他-柠檬-猹,"根深蒂固没要求不动"
210606-220253,老乌龟15,,不是感冒,"隔壁班那个老爹 他被我洗战绩耶"
210606-220253,Pika19,,帝释天神皇,"三阶段老爹可太厉害了"
210606-220258,帅Pi13,,金红水晶,"我记得老爹三阶段需要解锁的（）"
210606-220301,帅Pi12,,影_暗噬,"(｀・ω・´)"
210606-220309,帅Pi21,,SWEEP-RED,"危"
210606-220310,雪碧瓶23,,PRC、L,"猎人强化投弹很厉害"
210606-220314,帅Pi18,,苦索一库,"全吃"
210606-220316,,,_恩酒,"吃满"
210606-220316,帅Pi17,,被忽悠惨了,"老爹的激光我记得可以内避的"
210606-220316,小傻紫15,,祖父綠,"玩命"
210606-220319,帅Pi17,,WCDPrologue,"回回回回回"
210606-220320,可可亚10,,大肥嫩peter,"三阶段起码值6热度"
210606-220321,帅Pi15,,投币十元,"就硬刮"
210606-220323,大母鹅15,,7xardas,"黑暗视角叫一个狗子咬你半血"
210606-220323,帅Pi21,,凝结琥珀,"看这游戏突然有很强既视感，总觉得很久以前看过pi直播过似的"
210606-220323,刺儿14,,星空多,"1"
210606-220326,帅Pi15,,就是那个谁谁,"笑死 根本打不动"
210606-220330,湊阿夸12,,METEORXBW,"老爹激光贴脸没有判定"
210606-220335,帅Pi10,,罗门_汪,"看上去危，其实稳的不行"
210606-220335,12Team23,,冰棱Nyalar,"要不是你小叔你就没了"
210606-220342,小傻紫15,,祖父綠,"这一套好蟑螂啊 怎么就是死不掉"
210606-220342,帅Pi23,,isGYF,"ohhhhhhhh"
210606-220342,帅Pi6,,维他-柠檬-猹,"ohhhhhh"
210606-220342,帅Pi15,,炫唱少女,"XS，老爹根本打不动"
210606-220343,,,浪客丨剑心丨,"牛牛牛哈哈哈"
210606-220345,雪碧瓶23,,PRC、L,"最无敌的还是爱神和速度神的超快回魅惑，无脑打老爹"
210606-220346,伯爵17,,a673909956,"10层冰了，老爹都走不动道了"
210606-220346,帅Pi15,,就是那个谁谁,"弱欸"
210606-220346,帅Pi17,,堆雪的皇城,"赖诶"
210606-220347,帅Pi9,,剧毒炸鸡,"好猛的回血"
210606-220348,帅Pi17,,要什么名字啊天,"ohhhhhhhhhhhhhhhhhhh"
210606-220349,帅Pi15,,飘飞的浮云,"乱回"
210606-220349,乐子壬1,,温斗司酒吧,"臭小子"
210606-220350,,,_恩酒,"真就硬刚"
210606-220350,菫察25,,金阳新机,"还挺刺激"
210606-220350,12Team21,,星之民会梦见特异点吗,"傻儿子"
210606-220351,帅Pi10,,HAofBilly,"傻儿子"
210606-220351,帅Pi17,,这是包子,"傻儿子"
210606-220351,帅Pi18,,羽生天华,"真快乐"
210606-220351,鬼斯通15,,DrWindigo,"ohhhhhhhhhh"
210606-220351,帅Pi17,,WCDPrologue,"反弹骷髅为什么不能给老爹上debuff"
210606-220352,MePldm2,,Brumm,"全靠姥姥帮扶"
210606-220353,长颈露21,,白桦青叶,"好家伙十层冰冻"
210606-220353,帅Pi22,,Haruka丨遥,"什么技能能回血啊"
210606-220354,帅Pi16,,星界璃海,"老爹砍的手都麻了（"
210606-220354,,,格林-里德尔,"还不谢谢姥姥"
210606-220354,帅Pi18,,苦索一库,"被自己儿子打傻了"
210606-220355,,,七约帕原,"被洗战绩拉"
210606-220355,酒姬民9,,Mr美玲,"着十条命都是姥姥给的"
210606-220356,帅Pi16,,魑魅魍魉之主七代,"草"
210606-220356,日常8,,心态极好的三伞,"整场打下来没有一滴血是自己的（）"
210606-220356,陆夫人17,,clocks7,"洗战绩欸"
210606-220356,帅Pi16,,名字君超级帅,"1"
210606-220356,帅Pi13,,吃土女神赫斯提娅,"这个回血是最稳的"
210606-220356,帅Pi21,,SWEEP-RED,"赖唉"
210606-220357,新新人5,,鹿鹿鹿鹿贺凛,"草，这也要迫害麦昆"
210606-220357,帅Pi17,,木易四季,"根深蒂固需要一个毒祝福 伤害就高了"
210606-220358,帅Pi15,,空海的幽灵,"孝"
210606-220359,帅Pi17,,牧羊人与狼,"草"
210606-220401,帅Pi12,,阿彼岸-SY,"“傻儿子”"
210606-220401,帅Pi10,,一颗大土豆傻傻的活,"老爹打了有1500的血"
210606-220402,萌狐16,,Youkant,"傻儿子"
210606-220405,帅Pi18,,羽生天华,"又双叒叕输了"
210606-220405,帅Pi17,,蕾咪の威严（笑）,"姥姥，yyds"
210606-220406,帅Pi16,,11011444,"太好了"
210606-220406,帅Pi15,,陌客IX,"地府家的傻儿子"
210606-220406,零学家1,,Dusseldorf_,"太好了"
210606-220407,闸薯条23,,此用户已吃撑,"地府家的傻儿子"
210606-220408,帅Pi17,,仙-墨玄,"  奶奶真的很想让你赢"
210606-220409,帅Pi15,,就是那个谁谁,"都靠姥姥带赢"
210606-220409,帅Pi17,,堆雪的皇城,"视生死如儿戏hhhhh"
210606-220411,帅Pi16,,De风声雨声r,"没回血死3遍了"
210606-220412,帅Pi14,,银切紫,"鱼"
210606-220413,帅Pi17,,蕾咪の威严（笑）,"鱼"
210606-220413,帅Pi18,,517ja,"鱼"
210606-220414,帅Pi11,,风间月幽,"鱼"
210606-220415,帅Pi12,,749-917,"鱼鱼鱼"
210606-220416,帅Pi21,,AAA_VVV,"3连胜nb"
210606-220416,囚人13,,雾雨仕,"爹你就是逊诶，被api洗战绩"
210606-220416,,,暗示法kt,"鱼"
210606-220416,核糖13,,冰水般的微笑,"鱼"
210606-220416,帅Pi14,,火月焚华,"鱼"
210606-220416,帅Pi23,,无逸流水,"鱼"
210606-220416,帅Pi18,,什么时候买摇曳百合,"鱼鱼鱼"
210606-220416,恒zzz10,,裂空的逗比,"鱼！"
210606-220417,阿喵喵8,,无色空气,"鱼鱼"
210606-220417,帅Pi18,,糟糕君很糟糕,"鱼"
210606-220417,酒姬民9,,Mr美玲,"鱼！"
210606-220417,帅Pi15,,左手血右手雪,"鱼"
210606-220417,帅Pi16,,这不是一个人,"鱼"
210606-220417,帅Pi21,,SWEEP-RED,"鱼鱼鱼鱼鱼鱼鱼"
210606-220417,帅Pi18,,秋夜-残雨,"钓鱼"
210606-220417,帅Pi17,,蕾咪の威严（笑）,"鱼啊"
210606-220417,帅Pi17,,olive的喵,"鱼！"
210606-220417,帅Pi13,,崇高石,"视生死如儿戏"
210606-220418,帅Pi18,,月半丨糸氏,"鱼鱼鱼鱼"
210606-220418,帅Pi15,,飘飞的浮云,"鱼！"
210606-220418,帅Pi17,,天父和救主,"鱼"
210606-220418,帅Pi13,,一只废污,"鱼"
210606-220418,湊阿夸5,,贫道是绅士,"鱼"
210606-220418,帅Pi15,,暮云渊,"鱼鱼鱼！"
210606-220418,帅Pi11,,偶尔是个逗B,"鱼"
210606-220418,推销员7,,我不是现充喵,"通关第几次了？"
210606-220418,帅Pi10,,HAofBilly,"鱼！！！"
210606-220418,帅Pi22,,沙夏Sashako,"钓鱼！！！"
210606-220418,帅Pi14,,微笑apollo,"鱼"
210606-220418,,,好多小猪猪,"鱼"
210606-220418,帅Pi14,,肉丝是怎样炼成的,"鱼"
210606-220419,刺儿15,,水樹沙耶,"魚~"
210606-220419,小傻紫15,,祖父綠,"有鱼！"
210606-220419,帅Pi25,,风神之契,"鱼鱼鱼"
210606-220419,帅Pi13,,叶雨时rain,"回头"
210606-220419,,,钢系铁甲贝,"鱼！"
210606-220419,帅Pi15,,creesion,"鱼"
210606-220419,狐之火15,,0110111100,"鱼"
210606-220419,装机猿3,,ZL_Beam,"鱼"
210606-220419,帅Pi17,,尚不鸣雀,"鱼"
210606-220420,帅Pi11,,西弗拉格,"视生死如儿戏"
210606-220420,帅Pi15,,环形的壶石,"鱼"
210606-220420,帅Pi16,,Airwaves_17,"游戏鱼"
210606-220420,猫神教13,,Tisals,"鱼"
210606-220420,帅Pi17,,栋栋灬涵,"鱼"
210606-220420,零学家1,,Dusseldorf_,"鱼！！"
210606-220421,帅Pi18,,阿尼德罗追忆馆,"钓鱼"
210606-220421,帅Pi17,,这是包子,"鱼鱼"
210606-220421,帅Pi24,,KirisakiMashiro,"地府家的傻儿子"
210606-220421,帅Pi18,,小小baker,"鱼！！！"
210606-220421,老乌龟15,,不是感冒,"鱼啊"
210606-220421,帅Pi13,,一只废污,"鱼鱼鱼鱼鱼"
210606-220421,帅Pi12,,呗绿与把红,"鱼！！！！！！"
210606-220422,帅Pi18,,百歹,"鱼！"
210606-220422,帅Pi15,,-祓禊-,"鱼"
210606-220422,帅Pi13,,吃土女神赫斯提娅,"鱼！"
210606-220422,帅Pi18,,秋夜-残雨,"钓鱼"
